profile,gender,age,favorites_anime
Nikiwiki,Male,24,"['227', '12679', '20853', '1210', '30']"
ShanJhae,Male,23,"['20583', '19759', '10793', '4654', '9367']"
shiro-shiro,Male,23,"['269', '11061', '4224', '1195']"
harima1412,Male,25,"['6702', '24', '235']"
RodJun828,Male,25,"['1575', '5114', '6702', '1735', '21']"
Ririka,Female,25,"['1915', '5671', '15051', '23587', '21511']"
adamskinner,Male,45,"['1210', '4725', '634', '877']"
PhireDawn,Male,21,"['34561', '4224', '34902', '28851', '9989', '9253', '10793', '79', '16782', '31240']"
basara,Male,40,"['269', '5114', '6213', '21', '4654']"
geass142,Male,30,"['23273', '9989', '263', '12365', '14397']"
Yousei-tan,Female,24,"['121', '16', '2025', '64']"
dragonshaun9,Male,34,"['5909', '6547', '93', '6922', '7311']"
llbg2,Male,28,"['9253', '4181', '356']"
hero388,Male,32,"['263', '5682', '2904', '3572', '93']"
zeroasd,Male,29,"['2167', '1530', '433', '6336', '93']"
AikoArisaka420,Male,31,"['1088', '121', '1', '80', '440']"
ainilome,Female,36,"['71', '199', '467', '1887', '66']"
supremebull,Male,32,"['488', '199', '849', '134']"
Chibi_Hige,Male,31,"['263', '71', '10357', '2104', '2001']"
_Hanabi_,Female,23,"['12355', '322', '32175', '27969', '32281', '25681', '14713', '199', '431', '7054']"
washkam,Male,23,"['10620', '10793', '14813', '18277', '15451', '777']"
KaneKyun,Male,19,"['1735', '34566', '33161', '23847', '18753', '14813', '31049', '25777', '16498', '32105']"
sushilovesnori,Female,36,"['57', '4483', '877', '1562', '1222']"
Moonaticfairy,Female,29,"['1698', '345', '6211', '4722', '226']"
Kichiuki,Female,27,"['6880', '530', '6045']"
TerriccotaPie,Male,25,"['1033', '552', '338', '820', '323', '2921', '2402']"
MikuAnime99,Male,21,"['22433', '20787', '6702', '10087', '356']"
Martin-Hyland,Male,22,"['27775', '21845', '25397', '3667', '28121']"
xSanityControlx,Male,27,"['30', '5081', '8425', '3455', '5630']"
bluejay390,Female,30,['530']
Yumi_Honey,Female,26,"['6624', '22789', '32995', '28223', '30654', '32542', '7', '228', '37007', '37992']"
Sakura918,Female,21,"['16498', '23283', '20583', '14941', '6547', '16592']"
HolliM,Female,23,"['10588', '14407', '9253', '9756', '20689']"
Master7Zero,Male,33,"['9041', '8074', '10155', '10372', '9750']"
karl646,Male,25,"['2904', '4181', '20787', '2025', '918', '364', '267', '8861', '19815', '10798']"
SilentAmarok,Male,30,"['90', '4224', '567', '1313', '249']"
kartesian,Male,32,"['4789', '2924', '18245', '1535', '5081']"
Aoiy25,Female,19,"['11757', '20507', '12189', '10620', '8425']"
hoan_dan,Male,30,"['12291', '16742', '2167', '4181', '9989']"
Light_Kim,Male,27,"['1535', '19', '457', '387', '170']"
jimbles_notronbo,Male,25,"['849', '357', '10495', '10165', '14719']"
GwilyM,Male,21,"['392', '43', '13601']"
SchtickyToys,Male,27,"['10620', '17074']"
Bullyon,Male,23,"['9989', '4181', '20', '21', '263']"
Duffbroman,Male,23,"['2904', '2025', '18679', '31964', '30276', '23273', '19815', '16005', '5081', '31251']"
AnimeBeginner13,Male,23,"['28851', '14967', '30831', '28171', '5114', '22043', '16498', '1535', '1575']"
zanchinon,Male,24,"['9253', '15809', '19117', '918', '2167']"
iKlariS,Male,22,"['6547', '5114', '35839', '2167', '29787', '477', '10165', '31706', '467', '9253']"
Liveless,Male,29,['36862']
Katakurin,Male,20,"['22535', '19', '1535', '4181', '437', '5040', '13601', '22135', '2904', '477']"
Neelro22,Male,21,"['12355', '30276', '21557', '16782', '578', '1689', '31043', '10029', '2236', '15227']"
MrShaltis,Male,23,"['11757', '30544', '6547', '1530', '4181', '2167']"
bollen9,Male,27,"['2167', '4181', '6351', '4059']"
bartles_forever,Female,24,"['4181', '120', '6547']"
Ruichi-san,Male,33,"['30', '4181', '2904', '1535', '13125']"
Gameguy,Male,32,"['21', '4181', '1889', '849']"
realKanoShuuya,Male,19,"['6030', '31149', '34451', '10049', '5675', '5114', '18679', '17265', '21603']"
thekidd,Male,26,['1482']
Jsmithmim,Male,27,"['5341', '18153', '12445', '1482', '5114']"
Dynama78,Male,31,"['969', '177', '2685', '807', '4186']"
LinuxOwnz,Male,26,"['9969', '11757', '21881', '8769', '1210', '10162', '9253', '9756', '2476', '11843']"
Benku,Male,27,"['2921', '820', '589', '160', '5028', '6336', '795', '2559', '2582', '1065']"
AndrewDesu,Male,28,"['4181', '14741', '9253', '11597', '5114']"
Pokedude97,Male,29,"['121', '2001', '21', '16', '877']"
UkyoKuonji2010,Female,34,"['2924', '849', '147', '101', '2167']"
bonnerton,Female,31,"['853', '523', '2904', '4181', '249']"
Iluvattar,Male,29,"['486', '9253', '10162', '136', '339']"
Mante,Male,33,"['1698', '195', '1195', '24', '356']"
BlackSwordsman09,Male,30,"['790', '339', '33', '384', '1818']"
iAyanami,Male,26,"['6213', '5530', '8676', '2963', '1575']"
dustmop23,Male,28,"['1575', '93', '1535', '2002', '21']"
EmpressAleja,Female,30,"['19', '30', '45', '93', '889']"
Darklight5827,Male,21,"['33', '949', '967', '14719', '30']"
thelostspirit101,Male,30,"['21', '269', '527', '1604', '3972']"
Nixzilla,Male,27,"['19815', '10620', '6594', '7338', '889']"
animetyphoon88,Male,26,"['1735', '2904', '16498', '21', '11757']"
mikeb23,Male,26,"['1', '2001', '43', '134', '849']"
Ashikabi547,Male,33,"['5279', '4063']"
Croon,Male,27,"['11617', '5507', '2904', '1575']"
snakelord63,Male,23,"['857', '19815', '29803', '31339', '202', '31964', '392', '6594']"
TheBlank,Male,24,"['11757', '16498', '19117', '15583', '5530']"
ISpyAGuitarist,Male,24,"['23121', '19117', '12291', '26351', '21881']"
Secret_Otaku,Female,22,"['10294', '4081', '4898']"
kyzrs,Male,20,"['31988', '27989']"
Arikuto,Male,24,"['35639', '36098', '35851', '23847', '1689', '16782', '33352', '6547', '13759', '11757']"
nouman,Male,30,['22535']
Dml17,Male,24,"['31933', '24439', '32182', '9756', '11061', '7785', '23273', '5114', '3701', '31240']"
Uxkuell,Male,25,"['820', '32', '33', '43', '1575', '44', '5114', '26', '570', '11061']"
anndie_rose,Female,26,"['853', '74', '4722', '2034', '3470']"
CrAzzYmrBC,Male,29,['9989']
AngelShiva,Female,33,"['4081', '10162', '6211', '226', '1535', '36296']"
Ellana,Female,35,"['202', '2251', '1699', '1827']"
helge,Male,33,"['387', '486', '339']"
Rabyus,Male,24,"['6547', '10620', '918', '39523', '19815']"
MarisaKirisameZe,Female,24,"['4898', '4224', '355']"
ilovepho,Female,31,"['61', '21', '853', '1195', '2167']"
cinnamonberry,Female,28,"['232', '177', '101']"
bumcakee,Female,22,"['45', '4081', '11843', '20507', '7058']"
jacksonsam,Female,30,"['1735', '269', '21', '6702', '10321']"
nenestar,Female,24,"['4081', '1604', '22']"
DontCallMeKeke,Female,21,"['25013', '853', '20', '11013', '11771']"
DazzlingAnime1,Male,21,"['696', '4898', '15809', '28223', '31733', '28891', '20583', '32935', '33018', '21563']"
MrShoujo,Male,24,"['9253', '16782', '7054', '32281', '17741', '25013', '8769']"
KykyGhibli,Female,19,"['199', '16662', '5060', '16498']"
miyo__,Female,26,"['16498', '31240', '199', '37779', '37430', '34599', '1482', '339', '9756', '20']"
RainSprite,Female,30,"['37510', '37171', '36649', '33726', '25183', '30276', '392', '1482']"
guini_mitsukuni,Female,23,"['21563', '1575', '1535', '1579', '853']"
kyosuke98th,Male,22,"['2104', '28977', '13659', '4896', '30296', '18195', '16005', '31706', '5205', '169']"
Mighty_pirate,Female,29,"['9756', '2605', '486', '2025']"
ralphy0103,Male,29,"['2251', '2246', '457', '1', '43']"
lunaras13,Male,31,"['20583', '1735', '8675', '5081', '1887', '32615', '4654', '32282', '396', '31964']"
Xykros,Male,22,"['22535', '31240', '31964']"
animefreak1o1,Female,51,"['4081', '13125', '34599', '31043', '28735', '10721']"
AtomicGoober,Male,26,"['801', '12531', '8129', '1204']"
Miss-Hanabira,Female,23,"['3588', '5114', '4181', '31964', '9756', '18179', '32182', '1535', '249', '21743']"
Poison_Ivy,Female,32,"['2333', '283', '182', '2034', '1974']"
crimson-knight,Female,25,"['121', '94', '93', '37510', '30015', '39587']"
Dark_Sister,Female,30,"['877', '5680', '1887', '10165', '849']"
naekiyo,Female,22,"['21437', '13271', '16067', '19951', '11061']"
xia0baichi,Male,25,['15315']
fades,Female,25,"['4081', '32696']"
souper_toast,Male,27,"['2747', '1', '323', '205']"
KittyCue,Female,33,"['1212', '150', '269', '20', '3457']"
BluefireRikku,Female,30,"['1575', '1482', '121', '2605', '199']"
Gatx,Male,29,"['4181', '975', '95', '227']"
Existic,Female,21,"['28851', '13125', '16201', '1575']"
RedBeanPancake,Female,17,"['32901', '23587', '30344']"
MagicalMom69,Female,24,"['12191', '33489', '30', '1448', '8129', '1575', '9756', '552', '8074', '1281']"
Homepage,Male,26,"['6594', '2236', '572', '849', '1']"
DatGuywithdaFace,Male,27,"['32281', '12431', '6594', '889', '11843', '477', '23273', '30276', '9253', '24135']"
RoyalSoul,Female,27,"['5114', '11061', '2001', '18679', '30276', '9253', '1535', '34636', '14713']"
Psycho_Bunny,Female,20,"['5114', '877', '457', '21', '37430', '269', '34599', '23755', '853', '20583']"
Puddingman223,Male,31,"['3588', '457', '227']"
Grangey,Male,25,"['777', '8424', '16498']"
Craz1estOn3,Female,23,"['9756', '9253', '4224', '10721', '4181']"
Zorgol,Female,25,"['8426', '440', '8129', '338', '3701', '240', '32899', '16', '812']"
ArulaSky,Female,29,"['4722', '5507', '205']"
eqyaq,Male,24,"['479', '501', '1313', '21', '14741']"
YungGoldblumu,Male,26,"['31964', '20057', '918', '38000', '38084', '36474', '15809', '37510', '9253', '38671']"
Emiliebryhni,Female,28,"['101', '853']"
KageroFTW,Male,26,"['12531', '85', '2904', '1575']"
BebopAphelion,Male,30,"['3901', '2251', '1']"
l33tminion,Male,34,"['1210', '467', '323', '578', '387']"
JediMasterRed,Male,24,"['918', '31646', '2605', '10357', '339', '134', '227', '11843', '4282', '23289']"
phwraengck,Male,37,"['457', '209', '529', '849', '134']"
IrisInABottle,Female,28,"['4038', '10257', '25731', '8086', '100', '535', '154', '1533']"
RahzenshiaRose,Female,90,"['457', '10721', '10408', '8915']"
beckaleck,Female,28,"['2034', '150', '4722']"
issaalmoghrabi,Male,28,['550']
NoHopeBear,Male,23,"['16009', '9989', '13601', '1575', '6746']"
mysteryme124,Female,30,"['269', '22101', '7054', '6702', '21']"
jamesdigol,Male,33,"['4437', '3470']"
jack0302,Male,31,"['12445', '9181', '4214', '2993', '3457', '12365', '19221', '1222']"
JazlynBree,Female,23,"['17513', '16498', '4752', '3457', '7054']"
Vergina,Female,28,"['3457', '21']"
Sakulollipop,Female,22,"['918', '1604', '35968', '8795', '10721', '35120', '30831', '14227', '33352', '9253']"
genno2009,Male,29,"['1674', '67', '7193', '166', '2216']"
Brianthepanda,Male,24,"['10793', '482', '1575', '4224', '8460']"
Gotcha-san,Female,29,"['243', '481', '550', '3972', '482']"
elb1234,Female,25,"['3457', '3470', '1579', '7054', '1699']"
BlindDarkness,Female,22,"['4382', '2167', '1535', '15195', '457']"
RoxasHiyuu,Male,26,"['226', '1860', '2025', '4181', '2596']"
hanabanana,Female,32,"['249', '1860', '7054', '3470']"
hongkongrus,Male,29,"['73', '50', '356', '4181', '2904']"
UshiromiyaKiatsu,Female,24,"['10578', '10721', '13125', '4896']"
Nepheloh,Male,28,"['5682', '1575', '44', '356', '1535']"
MC0220,Male,23,"['11061', '237', '23273', '33486', '4224', '10620', '22535', '2904', '1575', '22199']"
MushroomSamba,Male,35,"['1', '81', '889', '457', '1288']"
watevertan1990,Male,30,"['237', '1575', '356', '98', '5114']"
rubyeye,Male,34,"['11757', '1575', '1530', '4224', '6547', '34599']"
omotenium,Male,28,"['5630', '530', '164', '522', '3270']"
Max_Avenger,Male,29,['79']
Sataer,Male,34,"['11757', '1818', '889']"
dartboard82,Male,28,"['431', '1594', '6573', '4224', '6547', '32182']"
Okabe-Rintarou,Male,90,"['387', '339', '918', '620', '820']"
Insofistikerad,Male,28,"['4181', '5114', '9253', '7311', '11061']"
jejealam,Female,26,"['5114', '322', '2034', '60']"
LadyCreepypasta,Female,21,"['249', '28423', '4898', '1535', '16498', '1140', '481', '813', '269', '1575']"
YEAHAAAA,Female,90,"['2001', '1887', '10165', '66', '8795']"
LachesisVid,Male,21,"['37105', '35507', '30015']"
Deep,Female,28,"['20785', '228', '21', '17265', '136']"
stevisf,Male,41,"['790', '205', '227', '121', '202']"
altkee,Male,29,"['1575', '2001', '5114', '18115', '19815', '13125', '28891', '45', '6702', '11061']"
lolitoads,Female,31,"['339', '30', '387', '4224', '2164']"
Xteria,Male,21,"['13125', '37435', '25879', '34822']"
TrustyFryingPan,Male,23,"['16201', '35838']"
Kjeldoran,Male,30,"['16', '820', '239', '237', '19', '33095', '85', '3297', '182', '1698']"
Kuzuna,Female,17,"['9253', '32998', '15315', '26243', '18153', '22535', '32867', '20583', '19815', '6746']"
Kai98,Male,22,"['11843', '33', '22199', '31043', '31240', '32648', '6547', '32281', '57']"
Amalgam008,Male,33,"['8424', '849', '2605', '226', '4224']"
bakaboykie,Male,24,"['8676', '30', '9756', '7791', '457']"
cyruz,Male,33,"['98', '934', '5081', '339', '5681', '4282', '3784', '72', '4224', '8795', '18897', '272', '18617', '31953', '25835', '6956', '1858', '12467', '10012', '34798']"
Chucky,Male,32,"['11061', '33091', '31240', '1530', '30911', '32182', '17265']"
RogerZaraki,Male,28,"['2001', '813', '5681', '164', '4155']"
Necroda,Male,30,"['121', '197', '6347', '134', '35203']"
bloodedguy,Male,20,"['10798', '4654', '28907', '25183', '23421']"
mizz_kee09,Female,29,['54']
FrancisCooper,Male,22,"['4181', '1530', '6547', '9989', '849']"
hal89,Female,31,"['457', '4981', '5114', '10800']"
Casanova1999,Male,21,"['14741', '2001', '16592', '14719', '31964', '32182', '1535', '16742', '31240', '30276']"
DrakeChandler,Male,26,"['28735', '19', '17909', '202', '6', '10447', '10087', '13125', '227', '801']"
bircoph,Male,35,"['30', '272', '252', '48', '387']"
Luro02,Male,18,"['38000', '14719', '21', '34662', '16049', '33486', '6702', '28677', '14829']"
PureEpicness,Male,29,"['813', '6702', '356', '136', '392', '38524', '38273', '81']"
Gakigome_,Male,23,"['35848', '32935', '2904', '25777', '4282', '3784', '35557', '35120', '30015', '934']"
oukinryou,Male,42,['32281']
ReddayeSocks,Male,23,"['11741', '14349', '31933', '2001', '14741', '7311', '17265', '31646', '33489', '227']"
Joseph_Taylor,Male,19,"['14807', '10012', '10793']"
anonimus91136,Male,29,"['1535', '934', '849', '101']"
primeparadigm,Male,34,"['1089', '2321', '820', '1412', '12029']"
Im_a_JoJoke,Male,17,"['16498', '9253', '28851', '11061', '20583', '37991', '10087', '1535', '37510', '10165']"
XxKattxX,Female,24,"['6746', '16498', '721', '10165', '7724', '2251']"
Hanin_Kurosu,Female,26,"['4898', '521', '853', '1535', '20']"
Samoubyt,Female,20,"['30276', '30307', '18679']"
Veromaye,Female,28,['4282']
Cetais,Male,25,"['15335', '11981', '26055', '10800', '33489', '16592', '32189', '34103', '33028', '30346']"
BanditLynx,Male,23,"['37991', '39198', '38691', '21']"
SsAnime,Female,32,"['243', '21', '23755', '235', '32995', '5114', '4722', '3092', '9181']"
Miko_Kun,Male,22,"['15451', '6811', '11617', '249', '13655']"
MikuRockShooter,Male,25,"['7059', '11285', '227', '5680']"
xRollerPrincessx,Female,25,"['243', '3092', '68', '3457', '341']"
Meikaa,Female,27,['6746']
Kotekigo,Female,90,"['6675', '10793']"
StarRocker,Female,31,"['149', '1532', '621', '5678', '202']"
ARTA8SIMS,Male,29,"['2026', '77', '4192', '2787', '2367']"
Mikenter,Male,27,"['7311', '849', '6802', '710', '6547']"
Cern,Male,33,"['467', '3407', '24', '5355']"
Bellandy,Female,32,"['24', '853', '2605', '60', '877']"
lamp007,Male,28,"['25159', '8086', '1575']"
monkzzz,Male,28,"['2025', '2251', '19', '820', '967']"
Raven_23,Female,25,"['5114', '11061', '1575', '32182', '20431', '35062']"
Loveanime1213,Female,18,"['21', '11061', '20', '32924', '36754', '23251', '36475', '35062', '10321', '1735']"
Neopolitan183,Female,26,['6547']
tokoharu,Male,28,"['16782', '5681', '7465', '237', '477']"
Oneironaut,Male,27,"['853', '5081', '6702']"
bails649,Male,24,"['23273', '8525', '22199', '22319', '1195', '4063', '11887', '10793', '10620', '1575']"
submarine6349,Male,22,"['9253', '23273', '2025', '5630', '6']"
JacobGrey93,Male,27,"['5081', '2025', '263', '227', '457']"
PinkSenpai,Female,56,"['30014', '23273', '15051', '34902', '28825', '199', '21995', '19815', '6547', '2167']"
Marmalademoons,Male,19,"['721', '1210', '2001', '10721', '19703', '22135', '2921']"
superNinja896,Male,22,"['24', '4181', '6547', '9617', '7791']"
LoL_Cow,Male,26,"['1887', '4382', '9756', '10162', '853', '34599']"
Nuclearducky,Male,28,"['30', '205', '1', '7311', '1210', '5680']"
Redivan,Male,26,['121']
AndrewMc,Male,27,"['3002', '19', '263', '2025', '820']"
MaraJade,Female,32,"['1535', '6573', '4752']"
Z1ggy,Male,22,['6547']
Monochrome,Female,30,"['918', '2158', '820', '10087', '20899', '263', '6594', '2251', '2001', '15489']"
Sekaiichi4,Male,24,"['918', '9989', '21']"
Boranu,Male,25,"['6500', '1132', '874', '1210', '250']"
Niyandra,Female,25,"['11771', '22', '481', '38889', '38000', '5114', '28171']"
simakai,Female,33,"['239', '849', '3228', '9756', '6594', '32668']"
Valamo,Male,20,"['35790', '23273', '20031', '2966', '5682']"
Shankamence,Male,23,"['14967', '30276', '22535', '20583', '28171', '31043']"
SunnyAslan,Female,28,"['13125', '19815', '35557', '3701', '5420', '6594', '153', '34599', '13759', '32686']"
OfficialBeez,Male,24,"['10719', '12403', '8769', '7593', '10079']"
LostMyMinds,Male,24,"['22835', '16067', '10397', '4181', '2167']"
ShadowboyG,Male,27,"['17265', '857', '19815', '15315', '11617']"
Forsaken112,Male,26,"['10620', '1575', '5114', '249', '3784']"
Paradoxilicious,Male,19,"['11061', '1470', '12189', '30276', '31964', '13601', '31933', '20899', '1']"
OliverGriffin,Male,23,"['4181', '13125', '9756', '30831', '12291', '2001', '9989', '2966', '11319', '322']"
WariReku,Female,25,"['9253', '477', '39071', '34798', '9756', '21327', '35247', '33089', '32979', '1887']"
BosseBL,Male,33,"['790', '9253', '329', '2966', '205']"
Lyra107,Female,25,"['2418', '523', '199', '44', '1535']"
myrrhcat,Female,27,"['849', '934', '66']"
hassage,Male,20,"['813', '918', '185']"
TheWesternOtaku,Male,43,"['50', '889', '33988', '33206', '30307', '4654', '232', '134']"
Shima_XIX,Male,33,"['1', '2966', '457', '164', '1827', '15809', '22135', '486', '31339', '32615']"
warhawk21,Male,25,"['12293', '11757']"
XxVampiregurlxX,Female,25,"['934', '853', '2904', '149', '226']"
PerryJervis,Male,28,['10620']
Darylmh,Male,28,"['94', '93', '474', '121', '71']"
FDMack,Male,28,"['29803', '38000', '35790', '28223', '2251']"
eversoawesome,Male,24,"['1575', '11757', '5081', '6547']"
moon_jammer,Female,31,"['1535', '249']"
cford50,Male,28,"['777', '150', '2025', '5682']"
Nordicbeardsman,Male,31,"['25777', '813', '11061', '19647', '20', '1535', '263', '269', '30276']"
TauntingBeat,Male,26,"['6', '227', '302', '1536', '9253']"
sashimee-kenna,Female,28,"['4186', '11843', '853', '9969', '918']"
Arekualkhemi,Male,35,"['156', '16123', '5671', '658', '269']"
xxinfinitixx,Male,30,"['3318', '147']"
RyuuTenshi,Male,31,"['589', '32937', '157', '189', '32686']"
nikolap,Male,19,['14749']
DaytimeDreamer,Female,21,"['4981', '8100', '10624', '12053', '32673', '33988', '34338', '15863', '38917']"
SSMoonSS,Female,28,"['6811', '14751']"
TeaLover,Male,24,"['1210', '2025', '9253', '10162', '8100', '4282']"
